level_0,index,school_id,username,caption,rating,retrieval_date,relative_date,timestamp,id_review,url_user,n_review_user
3912,3909,waterway,Shakil Ahmed,Yes i love this place,5,2023-12-24 23:48:10.352259,2 years ago,2021-12-24 23:48:10,NA,NA,NA
3913,3910,waterway,Nur Rashidah,Best.,5,2023-12-24 23:48:16.557586,2 years ago,2021-12-24 23:48:16,NA,NA,NA
3914,3911,waterway,Tan Cayla,"Good place,teachers are nice.Teachers can control students.After the school heard about students not safe distancing, they set up demit points . Any student having one demit ponit ,they have to clean up the school, parents will be informed,and the school will take serious actious. The school is very good.",5,2023-12-24 23:48:16.557586,2 years ago,2021-12-24 23:48:16,NA,NA,NA
3915,3912,waterway,Peter Adam Choo,My opinion only. School is good looking at reviews. However one should see for yourself.... when school is over around 1.30 pm Students not taught social distancing . And worst they rushed into lift meant for priority people. LRT comes they rushed in before others can go out. I witnessed few times. This are simply Manners that can be taught. Hopefully someone can take action,3,2023-12-24 23:48:16.557586,3 years ago,2020-12-24 23:48:16,NA,NA,NA
3916,3913,waterway,Choon kok Ng,Caring principal and professional teachers.,5,2023-12-24 23:48:22.727233,4 years ago,2019-12-25 23:48:22,NA,NA,NA
3917,3914,waterway,Wanida Zhuo,"At Waterway Primary School the teachers are nice and caring. My child enjoys going to school every day, he loves coding which school have their own teachers to conduct 😊 satisfied ❤👍👍 …",5,2023-12-24 23:48:22.727233,4 years ago,2019-12-25 23:48:22,NA,NA,NA
3918,3915,waterway,Lau Jun Yu,"New school ,just started 2 years ago.My child love there and make a lot friends.",4,2023-12-24 23:48:22.727233,4 years ago,2019-12-25 23:48:22,NA,NA,NA
3919,3916,waterway,Trisha Ng,"The teachers are great and put in a lot of efforts organising educational activities for the children and updating us on their progress. Dedicated teachers, principal and staff! 😊👍 …",5,2023-12-24 23:48:22.743373,5 years ago,2018-12-25 23:48:22,NA,NA,NA
3920,3917,waterway,noreen willie,one of the best school with the best teachers!,5,2023-12-24 23:48:22.744891,5 years ago,2018-12-25 23:48:22,NA,NA,NA
3921,3918,waterway,jasmine lee,"My daughter love going to school and is doing well. I really appreciate the Teachers efforts to encourage her. Really pleased with my daughter's progress, her 1st year in Waterway Primary school is amazing. As a parent, we are very impressed with school's program, Teachers and Principal.",5,2023-12-24 23:48:29.032482,5 years ago,2018-12-25 23:48:29,NA,NA,NA
3922,3919,waterway,KL Lee,"Keep up the great works, Waterway Primary School! 👍👍👍👏👏👏🙏🙏🙏 …",5,2023-12-24 23:48:29.032482,5 years ago,2018-12-25 23:48:29,NA,NA,NA
3923,3920,waterway,Sm Lee,"Excellent school with outstanding curriculum, nice principal, caring teachers and great learning environment!",5,2023-12-24 23:48:29.032482,5 years ago,2018-12-25 23:48:29,NA,NA,NA
3924,3921,waterway,Janesse Lee,"Good environment, fun study and good principle and teachers.",5,2023-12-24 23:48:29.032482,5 years ago,2018-12-25 23:48:29,NA,NA,NA
3925,3922,waterway,Karen Mak,"Good learning journey in a good environment that have nice teachers, staffs and principals that was helpful, caring and responsible.",5,2023-12-24 23:48:29.032482,5 years ago,2018-12-25 23:48:29,NA,NA,NA
3926,3923,waterway,Yzel Angeles,"Curriculum is very good and interesting. Students are learning through different platforms. Teachers and staff are friendly and helpful. Parents are updated regularly through the SNAC app Overall, a great school conducive of learning and having fun at the same time. We’re happy to send our child in Waterway Primary School.",5,2023-12-24 23:48:29.038870,5 years ago,2018-12-25 23:48:29,NA,NA,NA
3927,3924,waterway,Momo,"Great school with great principal, teachers, and environment! Overall very grateful to this school for teaching good values and build up confidence level in my child. Orators programme is  indeed very useful to groom my child to be a confident pupil!",5,2023-12-24 23:48:35.248505,5 years ago,2018-12-25 23:48:35,NA,NA,NA
3928,3925,waterway,Lalit Kumar,Best school for your kids 👍 …,5,2023-12-24 23:48:35.248505,5 years ago,2018-12-25 23:48:35,NA,NA,NA
3929,3926,waterway,Nuurul Nasir,Waterway Primary School is nothing short of perfect. It may not be our first choice but it’s the BEST choice!,5,2023-12-24 23:48:35.248505,5 years ago,2018-12-25 23:48:35,NA,NA,NA
3930,3927,waterway,Mrs RosRossli,It's a good school.Teacher genuinely showing care & concern toward the children well being & good curriculum.,4,2023-12-24 23:48:35.248505,5 years ago,2018-12-25 23:48:35,NA,NA,NA
3931,3928,waterway,Joy Gabriel,I love this school 😊😊😊 …,5,2023-12-24 23:48:35.248505,5 years ago,2018-12-25 23:48:35,NA,NA,NA
3932,3929,waterway,Hannah Lim,"Responsible and caring teachers, good academic system in place, strong character building curriculum and parents are kept updated through the SNAC app. What more can a parent ask for :)",5,2023-12-24 23:48:35.248505,5 years ago,2018-12-25 23:48:35,NA,NA,NA
3933,3930,waterway,Tiong Stella,Is a great school that helped my kid to develop both humility and responsibility. Kudos to the outstanding teachers of Waterway Primary School .,5,2023-12-24 23:48:35.248505,5 years ago,2018-12-25 23:48:35,NA,NA,NA
3934,3931,waterway,K Wan,Dedicated and caring teachers.,5,2023-12-24 23:48:35.257122,5 years ago,2018-12-25 23:48:35,NA,NA,NA
3935,3932,waterway,jialing Ma,A good school with great learning environment encompass with passionate teachers and excellence curriculums for the students.,5,2023-12-24 23:48:41.477158,5 years ago,2018-12-25 23:48:41,NA,NA,NA
3936,3933,waterway,Anne Pang,Team of caring teachers and outstanding school programmes.,5,2023-12-24 23:48:41.477158,5 years ago,2018-12-25 23:48:41,NA,NA,NA
3937,3934,waterway,Jesline Yeo,Interesting lessons and passionate teachers. Great school!,5,2023-12-24 23:48:41.477158,5 years ago,2018-12-25 23:48:41,NA,NA,NA
3938,3935,waterway,LEE FEI WONG,Good education learning environment!,5,2023-12-24 23:48:41.477158,5 years ago,2018-12-25 23:48:41,NA,NA,NA
3939,3936,waterway,Soon Horng “Soon” Chai,Interesting and engaging curriculum. Helpful and friendly teachers and staff.,5,2023-12-24 23:48:41.477158,5 years ago,2018-12-25 23:48:41,NA,NA,NA
3940,3937,waterway,Ariel Tan,"A great start for young kids, with good exposure to various platforms such as Orators, Maths enrichment and Robotics.",5,2023-12-24 23:48:41.477158,5 years ago,2018-12-25 23:48:41,NA,NA,NA
3941,3940,waterway,Patricia Theseira,"A positive learning environment where my child is motivated and enriched by the valuable experiences offered in school, aside from the primary syllabuses.",5,2023-12-24 23:48:47.766265,6 years ago,2017-12-25 23:48:47,NA,NA,NA
3942,3941,waterway,Mahrukh Rakay,"I am a super satisfied parent. The school is running awesome programmes, that are rare in Singapore. The staff and the entire team is simply brilliant ! My son is having a great learning environment at Waterway Primary School. Big thumbs up 👍🏻👍🏻👍🏻 …",5,2023-12-24 23:48:47.766265,6 years ago,2017-12-25 23:48:47,NA,NA,NA
3943,3942,waterway,RFK Time,This is the place where learning is joyful! 😍😘 …,5,2023-12-24 23:48:54.131958,6 years ago,2017-12-25 23:48:54,NA,NA,NA
3944,3943,waterway,Wee Chong Hoe,"An amazing school with a wonderful community of outstanding leaders, teachers, staff and parents support.  With the experienced teachers who are caring, dedicated and professional, it has made our daughter be more confident and developed in so many ways. She has enjoyed every single day in school. The lessons are fun and effective at the same time.  The teachers are top-notch and we have seen an unbelievable amount of extra effort put forth by them.  We have had such a fantastic experience here and we would recommend to everyone.",5,2023-12-24 23:48:54.131958,6 years ago,2017-12-25 23:48:54,NA,NA,NA
3945,3944,waterway,Iris Ng,Wonderful environment for learning and the orators programme is very interesting. Thumbs up to the group of key personnel and caring Teachers in Waterway Primary School.,5,2023-12-24 23:48:54.131958,6 years ago,2017-12-25 23:48:54,NA,NA,NA
3946,3945,waterway,Lukas,Good school with passionate teachers!,5,2023-12-24 23:48:54.131958,6 years ago,2017-12-25 23:48:54,NA,NA,NA
3947,3946,waterway,Star,"Awesome school that lights the way to teach pupils to learn, to lead and to serve!",5,2023-12-24 23:48:54.131958,6 years ago,2017-12-25 23:48:54,NA,NA,NA
3948,3947,waterway,Jennifer Khong,Loved their Orators programme; Very structured which will help the young ones.  Their small class size is also great for transition from kindergarten to primary school.,5,2023-12-24 23:48:54.131958,6 years ago,2017-12-25 23:48:54,NA,NA,NA
3949,3948,waterway,JJ,"MR LOH JUN JIA  Initially, I chose Waterway Primary School because the location is near to my mum's residence.  My initial experience with the school was amazing. During the opening of the school, the Principal and Vice Principal were standing near the school entrance as well as the porch welcoming the students and parents.  I must say the school has teachers with vast teaching experiences and they guided my daughter well. Now she can do her homework independently without much supervision or reminder.  I would like to thank Mrs Tan and the rest of the subject teachers who have been patient and provided guidance to Zi Lin on her academic progression.  I would also like to salute our unsung heroes, the school’s Operation and Admin Managers, as well as the security officers who are at the school gates to ensure the smooth operation, traffic movement and safety of the students and parents.  Thank you!!",5,2023-12-24 23:48:54.144954,6 years ago,2017-12-25 23:48:54,NA,NA,NA
3950,3949,wellington,urmathercb -,"if you hate you’re kids, enroll them here",1,2023-12-24 23:49:31.994366,3 days ago,2023-12-21 23:49:31,NA,NA,NA
3951,3950,wellington,『Lucifer』,"Graduating as a 2023 cohort student, the school is honestly a great place. The mother tongue teachers are very determined and prepared. But of course there are defects to the place and so. The principal banned the strawberry and chocolate milk drinks so the variety has decreased. You might see one to three students secretly vaping, but the school has suspended them. However they usually vape even after getting punished. There's no half days except for teachers day and mostly it just consist of you sitting on the floor at the school hall watching cringy performances. The CCAS are great, unless you have a terrible student instructor. But overall, this school is a great school. I give my praise to Ms.Anna, she is a very determined and caring teacher.",5,2023-12-24 23:49:31.994366,a month ago,2023-11-24 23:49:31,NA,NA,NA
3952,3951,wellington,chin ying loong,Good school.,5,2023-12-24 23:49:31.994366,a month ago,2023-11-24 23:49:31,NA,NA,NA
3953,3952,wellington,MrKingBaby,"Very bad school. 1. Overtimed by 50mins-1h by 1 particular teacher 2. No half day at all despite eve of CNY, National day etc. 3. Unreasonable teachers (takes students for granted)",1,2023-12-24 23:49:31.994366,4 months ago,2023-08-26 23:49:31,NA,NA,NA
3954,3953,wellington,Aarav Gupta,My name is Aarav Gupta. I was a Primary 5 student here at this school. I am now in the US. This school has excellent education and great teachers. Everyone is very kind and helpful. I hope this place excels very fast!,5,2023-12-24 23:49:32.009989,8 months ago,2023-04-28 23:49:32,NA,NA,NA
3955,3954,wellington,sharifah khadija,"I love all the teachers who have taught my kids and cant repay them in any way... dedicated and lovable and nice. 5 stars for all the teachers except a few. I hate the school system. Extend school hours, no half days applicable, always in uniform. 1/2hr celebrations means 2 more extra study periods. Pity my kids and the teachers in fact.. I regret my kids dont have sweet memories for celebration of their primary school just like i did with mine.",2,2023-12-24 23:49:32.011875,a year ago,2022-12-24 23:49:32,NA,NA,NA
3956,3955,wellington,Josiah Lee,Worst primary school ever won't recommend any parents to enroll their kids to this primary school customer service at the general office is so bad and rude entered in the school to enroll my kid but instant regret glad they don't have enough space cause I wouldn't want my kid going in such a rude and bad primary school,1,2023-12-24 23:49:32.012882,2 years ago,2021-12-24 23:49:32,NA,NA,NA
3957,3956,wellington,Myat Pwint Phyu,Security and staff working in the general office does not have good customer sevice skills and their attitude towards non-singaporean person are just utterly bad. Do not recommend foreigners to enroll their children here.,1,2023-12-24 23:49:32.013882,2 years ago,2021-12-24 23:49:32,NA,NA,NA
3958,3957,wellington,Arundhadhi Karthikeyan,"This school is a very nice place for studying. The canteen is very clean and it's food also. The teachers are very supportive. The classrooms and washrooms are extremely clean. I recommend this school. The teachers teach a lot values to the students. As far as I know there many students who are very intelligent and kind. Furthermore this school's exams, are fairly hard ofc for the middle pri and upper pri. Which helps the students to build up their perseverance to work even harder.",5,2023-12-24 23:49:32.013882,2 years ago,2021-12-24 23:49:32,NA,NA,NA
3959,3958,wellington,Guo Mengyao,This is my best school ever,5,2023-12-24 23:49:32.015880,3 years ago,2020-12-24 23:49:32,NA,NA,NA
3960,3959,wellington,Jade Chua,a School that develops best student of the whole world,5,2023-12-24 23:49:32.016881,3 years ago,2020-12-24 23:49:32,NA,NA,NA
3961,3960,wellington,Judy Pang Fei Yi,I chose Wellington for my daughter because of the holistic approach.  I appreciate the fact that the school puts the kids well-being above academic considerations. The teachers here are great and my daughter loves her school.,5,2023-12-24 23:49:38.213537,4 years ago,2019-12-25 23:49:38,NA,NA,NA
3962,3961,wellington,Ajit Vasudevan,Good school. Good teachers. Friendly administration  staff. Friendly security personnel. This school deserves 6 stars.,5,2023-12-24 23:49:38.213537,4 years ago,2019-12-25 23:49:38,NA,NA,NA
3963,3962,wellington,Johnny,teacheres are nice :D,5,2023-12-24 23:49:38.213537,5 years ago,2018-12-25 23:49:38,NA,NA,NA
3964,3963,west-grove,angel,"graduated in 2021. after i graduated, the school's facilities improved alot. teachers/staff members here are incredibly supportive and kind towards students. however the canteen can have more food choices and the toilets can be cleaned a little more la cuz abit smelly lol. other than that, this neighbourhood school is highly recommended:)",5,2023-12-24 23:50:09.720584,2 days ago,2023-12-22 23:50:09,NA,NA,NA
3965,3964,west-grove,Angelina Au,If u ask me right I would say that there is nothing wrong about this school it's just that the teachers are vry nice esp Mdm Lin but I have nothing to say about Mr spoon I'm going back next yr,5,2023-12-24 23:50:09.720584,3 weeks ago,2023-12-03 23:50:09,NA,NA,NA
3966,3965,west-grove,Ea Ruo Qi,very boring. The food choices in the canteen are very limited. and the toilets are damm smelly should do something about it. The uniforms are also very hot might get heatstroke.,1,2023-12-24 23:50:09.720584,a month ago,2023-11-24 23:50:09,NA,NA,NA
3967,3966,west-grove,Tung Hao Xuan,#Stupid teachers,1,2023-12-24 23:50:09.720584,2 months ago,2023-10-25 23:50:09,NA,NA,NA
3968,3967,west-grove,me me,From what i see in the reviews the kids are kinda cringe,1,2023-12-24 23:50:09.720584,2 months ago,2023-10-25 23:50:09,NA,NA,NA
3969,3968,west-grove,Vitha Mani,I not I at Xingnan Primary School,5,2023-12-24 23:50:09.720584,3 months ago,2023-09-25 23:50:09,NA,NA,NA
3970,3969,west-grove,Map Adventure,"Mr spoon ze best Cher, deal with it",1,2023-12-24 23:50:09.720584,5 months ago,2023-07-27 23:50:09,NA,NA,NA
3971,3970,west-grove,Chernise Lee,I love it !,5,2023-12-24 23:50:09.720584,9 months ago,2023-03-29 23:50:09,NA,NA,NA
3972,3971,west-grove,Arel Sahota (Westwoodss),"The school is good, the facilities are very good but they need to be used more frequently, students are just stuck in class everyday from 7.30am to 1.30am . subjects are quite boring until p5. most teachers are either kind or very cool but the rest are too strict. over the school is populer and good amongst the jurong neighbourhood but the school itself isnt that great",3,2023-12-24 23:50:09.720584,10 months ago,2023-02-27 23:50:09,NA,NA,NA
3973,3972,west-grove,Ong Bee Yeong,Good location.,4,2023-12-24 23:50:09.730058,10 months ago,2023-02-27 23:50:09,NA,NA,NA
3974,3973,west-grove,Rick Astley,MR CHONG PRO GAMER DEAL WITH IT ME DO BE SWAG STOODENT DA CHONG LIVES,5,2023-12-24 23:50:09.731065,10 months ago,2023-02-27 23:50:09,NA,NA,NA
3975,3974,west-grove,Tan Brisha,Me personally I would like to thank my teachers and uhhhh my friends yes vry kind and helpful ya AND TEACHERS SO 😎 COOL …,4,2023-12-24 23:50:09.732063,a year ago,2022-12-24 23:50:09,NA,NA,NA
3976,3975,west-grove,Yonghui Lin,"Good school, good food , good environment, good facilities, good teacher , good friends, nothing is not good.",5,2023-12-24 23:50:09.733064,a year ago,2022-12-24 23:50:09,NA,NA,NA
3977,3976,west-grove,VISWAJIT,very good,5,2023-12-24 23:50:09.733064,a year ago,2022-12-24 23:50:09,NA,NA,NA
3978,3977,west-grove,yukomiyashi,Very good school,5,2023-12-24 23:50:09.734064,a year ago,2022-12-24 23:50:09,NA,NA,NA
3979,3978,west-grove,CIA,Mr chong best teacher deal with it,5,2023-12-24 23:50:09.734064,a year ago,2022-12-24 23:50:09,NA,NA,NA
3980,3979,west-grove,Mumei -chan,it is a nice place but there i meet another stand user nigel * Golden wind  start opening *,5,2023-12-24 23:50:15.946064,2 years ago,2021-12-24 23:50:15,NA,NA,NA
3981,3980,west-grove,Bailey Hu,nice,5,2023-12-24 23:50:15.946064,3 years ago,2020-12-24 23:50:15,NA,NA,NA
3982,3981,west-grove,Afiz Rahim,Nice neighborhood school...👍👍 …,5,2023-12-24 23:50:15.946064,4 years ago,2019-12-25 23:50:15,NA,NA,NA
3983,3982,west-grove,winson chong,"My best friend is in this school, but I got transferred to another school.😔😔😔 …",5,2023-12-24 23:50:22.123444,4 years ago,2019-12-25 23:50:22,NA,NA,NA
3984,3983,west-grove,knots,West Grove Primary School Weiqun Primary School,5,2023-12-24 23:50:22.123444,5 years ago,2018-12-25 23:50:22,NA,NA,NA
3985,3984,west-grove,loli girl,I love my bff,5,2023-12-24 23:50:22.123444,5 years ago,2018-12-25 23:50:22,NA,NA,NA
3986,3985,west-grove,bongoLouis,"Its a nice place to study.I myself,Louis Hoe study there.",5,2023-12-24 23:50:22.139070,5 years ago,2018-12-25 23:50:22,NA,NA,NA
3987,3986,west-grove,Chen Zhang,Nice place for Children,5,2023-12-24 23:50:22.139070,5 years ago,2018-12-25 23:50:22,NA,NA,NA
3988,3987,west-grove,Gaston,Ya I thing your students now are bad cause one of them point there middle finger at me and other people there,1,2023-12-24 23:50:28.351647,6 years ago,2017-12-25 23:50:28,NA,NA,NA
3989,3988,west-grove,AlohaTaylor _,I study there:>,5,2023-12-24 23:50:28.351647,6 years ago,2017-12-25 23:50:28,NA,NA,NA
3990,3989,west-grove,jerome,"A Nice and big place,excellent place to study in.",5,2023-12-24 23:50:28.351647,6 years ago,2017-12-25 23:50:28,NA,NA,NA
3991,3990,west-grove,Christine Chong,I study there talking psle this year,5,2023-12-24 23:50:28.351647,7 years ago,2016-12-25 23:50:28,NA,NA,NA
3992,3991,west-grove,Bib Jayden Chan,Good very big school and very interesting and I study there,5,2023-12-24 23:50:28.351647,7 years ago,2016-12-25 23:50:28,NA,NA,NA
3993,3992,west-grove,Famoter LHH,my school,4,2023-12-24 23:50:28.351647,7 years ago,2016-12-25 23:50:28,NA,NA,NA
3994,3993,west-grove,罗莉 珍,this is my school,5,2023-12-24 23:50:34.575699,8 years ago,2015-12-26 23:50:34,NA,NA,NA
3995,3994,west-grove,darlila shafiqah,that is my school,5,2023-12-24 23:50:34.575699,8 years ago,2015-12-26 23:50:34,NA,NA,NA
3996,3995,west-grove,Nicholas Tan,It  is a excellent place,5,2023-12-24 23:50:34.575699,8 years ago,2015-12-26 23:50:34,NA,NA,NA
3997,3996,west-grove,Dhanial Sul,"Excellent,awesome",5,2023-12-24 23:50:34.575699,9 years ago,2014-12-26 23:50:34,NA,NA,NA
3998,3997,west-grove,Keanoe Boo,Me from the school,5,2023-12-24 23:50:34.575699,9 years ago,2014-12-26 23:50:34,NA,NA,NA
3999,3998,west-grove,Alysha Love,It is very good because my brother get full mark,4,2023-12-24 23:50:34.575699,10 years ago,2013-12-26 23:50:34,NA,NA,NA
4000,3999,west-spring,veann chan,♡,5,2023-12-24 23:51:06.732309,2 weeks ago,2023-12-10 23:51:06,NA,NA,NA
4001,4000,west-spring,Jie Jun,Its nice and beautiful and easily to get to school,5,2023-12-24 23:51:06.732309,9 months ago,2023-03-29 23:51:06,NA,NA,NA
4002,4001,west-spring,Gabriel Chua,So good I no need go to school,5,2023-12-24 23:51:06.732309,10 months ago,2023-02-27 23:51:06,NA,NA,NA
4003,4002,west-spring,Izz Naufal Rashid (Kranjiss),teachers are amazing and they really help you with almost anything,5,2023-12-24 23:51:06.732309,a year ago,2022-12-24 23:51:06,NA,NA,NA
4004,4003,west-spring,SUPERIC _GAMER,"I was the 3rd batch of p6, wow i dont expect that i would be looking back at such an amazing memory aming those 6 years.",5,2023-12-24 23:51:06.732309,a year ago,2022-12-24 23:51:06,NA,NA,NA
4005,4004,west-spring,Choong Thoong Chua,Popular school,5,2023-12-24 23:51:06.732309,a year ago,2022-12-24 23:51:06,NA,NA,NA
4006,4005,west-spring,The Man (SpaceMan),"Pretty cool school, I'm also a student here =)",4,2023-12-24 23:51:06.732309,a year ago,2022-12-24 23:51:06,NA,NA,NA
4007,4028,west-view,Peter,"I study here and staff are great, spacious classrooms, and CCAs (Co-Cirular-Activities) have big events like today, there was a rehearsal of the star awards ceremony and I loved the band.",5,2023-12-24 23:51:57.036557,4 years ago,2019-12-25 23:51:57,NA,NA,NA
4008,4029,west-view,Mohammad Nasruddin,West view primary school is the best you can do almost anything you want,5,2023-12-24 23:51:57.052825,4 years ago,2019-12-25 23:51:57,NA,NA,NA
4009,4006,west-spring,Rishi Kumaran,"I was part of the first batch to enter the school and the whole six years of my life spent there was a bliss. The whole school is directed through a learning process called (learn, master, succeed). During my first year I was anxious at first but the school had different ways to tackle my anxiousness. They had caring secondary school seniors from the neighbouring school(Zhengua) guide us, students, around the school. There were many fun experiences in the school. It truly enriches my learning experience. From yearly school trips to different places in Singapore to enhancing the students for PSLE this school is the perfect school to both let the student cope with studies with ease and excel in academics. As there are way too many things too talk about this school, in essence this school is one of the best schools in Singapore.",4,2023-12-24 23:51:06.732309,2 years ago,2021-12-24 23:51:06,NA,NA,NA
4010,4007,west-spring,Caroline C,2.5 stars. Not that great. Dislike their uniform.. please change the design and colours.,3,2023-12-24 23:51:06.743196,2 years ago,2021-12-24 23:51:06,NA,NA,NA
4011,4008,west-spring,Bob Tan,"I am from the pionerr badge, and this isnt my real name, but the teacjers are biased and mean. Knowing full well im slected for competitons, the teacher running who was biased seapped me out with another student who was the subsititute. Not only was she biased, she caused us to lose the competition. Teachers are also baised to students, treating skem nicely while ripoing other students head off because they dint know how to do their work. There are 1 or 2 good trachers but majority are biased and hold grudges",2,2023-12-24 23:51:06.744204,3 years ago,2020-12-24 23:51:06,NA,NA,NA
4012,4009,west-spring,merlyn gurning,It has good and kind teachers.,5,2023-12-24 23:51:06.745201,3 years ago,2020-12-24 23:51:06,NA,NA,NA
4013,4010,west-spring,mary koh,I hv only praise. No regrets!!!!!!!,5,2023-12-24 23:51:06.746201,4 years ago,2019-12-25 23:51:06,NA,NA,NA
4014,4011,west-spring,Jai Lakshmanan,"My daughter loves going to school. Its not just academics, they have play time, teach maths through LEGO games, has two wonderful libraries and the list goess on. We are happy to have got our daughter admitted to this school.",5,2023-12-24 23:51:06.748202,4 years ago,2019-12-25 23:51:06,NA,NA,NA
4015,4012,west-spring,jiaxuan,This school has a lot of different types of learning and I really like that. This school is not only about learning is also about playing.,5,2023-12-24 23:51:06.749200,4 years ago,2019-12-25 23:51:06,NA,NA,NA
4016,4013,west-spring,Hai Yong Ong,A caring and wonderful school with many caring staffs. My child enjoys going to school every single day and I know that my child is in safe hands and a safe environment. Fantastic leadership from the school as well always engaging parents for feedback and improvement. I will not trade WPS for any other schools in this neighborhood.,5,2023-12-24 23:51:12.967965,6 years ago,2017-12-25 23:51:12,NA,NA,NA
4017,4014,west-spring,Wynn Wong,A fantastic school with caring teachers whom repeatedly remind students on values.  I am a parent support member and the students had often greeted us when they see us.  My children are always sharing what's going on in school and I can feel the happiness during the sharing time.  I see that the students are happy with the recess activities initiated by the school.  They did 'activitate' in school and my children actually bring the good habit of helping out in chores at home.  Kudos to the school leaders and teachers.,5,2023-12-24 23:51:12.967965,6 years ago,2017-12-25 23:51:12,NA,NA,NA
4018,4015,west-spring,Maberry Bliss,"Horrible school, poorly led by the principal who is overprotective of its teachers. Orientation on first day of school became a lecturing session by the principal. The school overran its schedule on that day and caused the parents to miss the kids recess time. No apology or explanation was given, no responsibility on the school part. All they talked about in orientation was all propaganda. Please do not send your kids to this school.  They talk alot but underdeliver",1,2023-12-24 23:51:19.200541,6 years ago,2017-12-25 23:51:19,NA,NA,NA
4019,4016,west-view,heng jing wen,best school ever. the teachers there are very kind and caring. will miss this school.,5,2023-12-24 23:51:50.805924,a month ago,2023-11-24 23:51:50,NA,NA,NA
4020,4017,west-view,Josef Tan,The teachers here are amazing,4,2023-12-24 23:51:50.805924,a month ago,2023-11-24 23:51:50,NA,NA,NA
4021,4018,west-view,Tiana Yap,very good school with nice teachers and learning environment.,5,2023-12-24 23:51:50.821550,8 months ago,2023-04-28 23:51:50,NA,NA,NA
4022,4019,west-view,Chua Choon Hock,"Mk west view isVery friendly and good teachers and staff ,my kids love to going to school.",5,2023-12-24 23:51:50.821550,9 months ago,2023-03-29 23:51:50,NA,NA,NA
4023,4020,west-view,Ju J,"Nice environment for little ones Well renovated, New and Well ventilated with Fans Warm welcome from Security, assistants, teachers, principal on 11th Feb event",4,2023-12-24 23:51:50.821550,10 months ago,2023-02-27 23:51:50,NA,NA,NA
4024,4021,west-view,Firdaus Muhammad,The school students are so noisy and they twerk after the NE show they also told the other school to seat and when we tell them to seat they never also they use the flag and make it as a drum sticks,2,2023-12-24 23:51:50.826834,a year ago,2022-12-24 23:51:50,NA,NA,NA
4025,4022,west-view,Javier Lua,"I got forced to put 5 stars,meant to put 1 stars smh im gon cry now",5,2023-12-24 23:51:50.827834,a year ago,2022-12-24 23:51:50,NA,NA,NA
4026,4023,west-view,Samson .S,"went there to help out in the bookshop. woke up at 6am, took a trip down from yishun and the bookshop auntie said ""no need help already"". not even a ""thank you"" was said. the auntie was rude also and didnt apologize. what is this attitude?",1,2023-12-24 23:51:50.827834,a year ago,2022-12-24 23:51:50,NA,NA,NA
4027,4024,west-view,Falak,"WVP International was very supportive and prompt for all the issues raised. I must have called up many time back to back, but I was answered very patiently and politely.",5,2023-12-24 23:51:50.828833,2 years ago,2021-12-24 23:51:50,NA,NA,NA
4028,4025,west-view,Xavier Lim,I miss this school,5,2023-12-24 23:51:50.831834,2 years ago,2021-12-24 23:51:50,NA,NA,NA
4029,4026,west-view,H 2,Primary School popular for CCAs Co-Cirular-Activitis such as rehearsal of the star awards and holistic development. Spacious classrooms breezy greenery away from busy cityscapes with professional knowledgeable yet attentive approachable staff and teachers provide timely helpful advice and warm guidance. Walking distance to Senja LRT and few bus stops to Bukit Panjang MRT DT1 Hillion Mall Bukit Panjang Plaza with plenty of dinning shopping banking supermarkets library cinemas entertainments groceries sundries Electric Electronic telecommunication postage services Senja-Cashew  community Club and amenities nearby. Walking distance to Pang Sua Pong Bukit Panjang Park Pang Sua River Pang Sua Park Connector with scenic river views. Walking distance to Bukit Panjang Post Office Junction 10 Teck Whye With plenty of hawker delights. Friendly cosy comfy welcoming ambience for groups students expats locals visitors and families.,5,2023-12-24 23:51:57.036557,2 years ago,2021-12-24 23:51:57,NA,NA,NA
4030,4027,west-view,Sathiya Bamah,School leaders are very warm and nice. They are always willing to help not only the teachers but the public who has any questions regarding the school as well. The school has good policies and programmes to help the students develop holistically.,5,2023-12-24 23:51:57.036557,3 years ago,2020-12-24 23:51:57,NA,NA,NA
4031,4126,woodlands,Leona du,Furen Primary School Children's Education Department,5,2023-12-24 23:55:24.189409,11 months ago,2023-01-28 23:55:24,NA,NA,NA
4032,4031,west-view,emily,"Teachers here are very kind and supportive. You can play different types of sports during recess, e.g. volleyball , badminton, soccer etc. West View is a very good school! Love it!!",5,2023-12-24 23:52:03.237639,5 years ago,2018-12-25 23:52:03,NA,NA,NA
4033,4032,west-view,saw,Im simon im using dad's acc but its a really great school im from 3Diligence and its fun there. Theres no bullies or people who say mean thing but thr bid downside is that some peoplr say bad words like ..... u know what i mean right teachers?🤔🤔 …,5,2023-12-24 23:52:09.434545,5 years ago,2018-12-25 23:52:09,NA,NA,NA
4034,4033,west-view,Ernest Wang,"When I was here, everything was OK. But started having constant construction after my year",5,2023-12-24 23:52:09.434545,6 years ago,2017-12-25 23:52:09,NA,NA,NA
4035,4034,west-view,ASHUTOSH PANDEY,I am a student there. It is a really good school,5,2023-12-24 23:52:09.434545,6 years ago,2017-12-25 23:52:09,NA,NA,NA
4036,4035,west-view,Kel,Good,5,2023-12-24 23:52:09.450170,8 years ago,2015-12-26 23:52:09,NA,NA,NA
